rest_name,ratings,location,num_reviews,city,cuisine_type
Rong Shu Xia Lao a Bo Fresh Braised Bean Curd,4.2,Daxi District,38,Hsinchu,taiwanese
Big Pier - Flagship Store,4.4,Zhongli District,7,Hsinchu,american
Pizza Rock Nankan,4.8,Luzhu District,54,Hsinchu,italian
Pizza Rock Nankan,4.8,Luzhu District,54,Hsinchu,american
Yangmei Hakka Restaurant,4.1,Yangmei District,18,Hsinchu,asian
Yangmei Hakka Restaurant,4.1,Yangmei District,18,Hsinchu,taiwanese
Lake House,5,Yangmei District,2,Hsinchu,open
Lake House,5,Yangmei District,2,Hsinchu,now
Laojia Restaurant,4.2,Fuxing District,5,Hsinchu,chinese
Tina Kitchen,4,Fuxing District,6,Hsinchu,fusion
Vege Creek,4.8,NA,4,Hsinchu,asian
Vege Creek,4.8,NA,4,Hsinchu,taiwaneseopen
Vege Creek,4.8,NA,4,Hsinchu,now
Wang Steak (Taoyuan Tongde Branch),4.4,Taoyuan District,267,Hsinchu,american
Wang Steak (Taoyuan Tongde Branch),4.4,Taoyuan District,267,Hsinchu,steakhouse
Sunlight Books,5,Yangmei District,2,Hsinchu,italianopen
Sunlight Books,5,Yangmei District,2,Hsinchu,now
NINI Garden Italian Restaurant,4.4,Luzhu District,41,Hsinchu,italian
NINI Garden Italian Restaurant,4.4,Luzhu District,41,Hsinchu,steakhouse
Baigui Nanyangren Wenjingguan Restaurant,4.5,Pingzhen District,6,Hsinchu,asian
Baigui Nanyangren Wenjingguan Restaurant,4.5,Pingzhen District,6,Hsinchu,taiwaneseopen
Baigui Nanyangren Wenjingguan Restaurant,4.5,Pingzhen District,6,Hsinchu,now
Green Hills Coffee,5,Yangmei District,2,Hsinchu,italian
Green Hills Coffee,5,Yangmei District,2,Hsinchu,cafe
DAVID DINER Tex-Mex Food-Zhongli Zhongyuan Restaurant,4.5,Zhongli District,10,Hsinchu,mexican
DAVID DINER Tex-Mex Food-Zhongli Zhongyuan Restaurant,4.5,Zhongli District,10,Hsinchu,american
Mushi Shabu-Shabu,4.8,Bade District,6,Hsinchu,chinese
Mushi Shabu-Shabu,4.8,Bade District,6,Hsinchu,asian
Chamonix Teppanyaki (Pingzhen Yanping Branch),4.4,Pingzhen District,305,Hsinchu,opens
Chamonix Teppanyaki (Pingzhen Yanping Branch),4.4,Pingzhen District,305,Hsinchu,in
Chamonix Teppanyaki (Pingzhen Yanping Branch),4.4,Pingzhen District,305,Hsinchu,8
Chamonix Teppanyaki (Pingzhen Yanping Branch),4.4,Pingzhen District,305,Hsinchu,minmenu
Black Beard Beefsteak - Longtan,4.5,Longtan District,2,Hsinchu,steakhouse
Shanghaochi Erouting- Bade,4.5,Bade District,2,Hsinchu,deli
The Olive Tree Experience,3.8,Longtan District,5,Hsinchu,chinese
The Olive Tree Experience,3.8,Longtan District,5,Hsinchu,asian
Wacheng Thai Town Cuisin Taoyuan Sanyue,4.3,Taoyuan District,93,Hsinchu,thai
Parents Restaurant - Fame Hall Garden Hotel,4.2,Longtan District,6,Hsinchu,chinese
Parents Restaurant - Fame Hall Garden Hotel,4.2,Longtan District,6,Hsinchu,seafoodopen
Parents Restaurant - Fame Hall Garden Hotel,4.2,Longtan District,6,Hsinchu,nowmenu
Muhezi Yaokao Pizza,4.5,Longtan District,6,Hsinchu,pizza
Muhezi Yaokao Pizza,4.5,Longtan District,6,Hsinchu,cafe
Nanfei Meishi House,4.3,Xinwu District,3,Hsinchu,african
HoneyWood Cafe,4.5,Pingzhen District,15,Hsinchu,italian
HoneyWood Cafe,4.5,Pingzhen District,15,Hsinchu,american
Ichi Tora Ramen,4.2,Yangmei District,5,Hsinchu,japanese
A15 Taiwan Food,4.4,Dayuan District,7,Hsinchu,chinese
A15 Taiwan Food,4.4,Dayuan District,7,Hsinchu,american
Buna Cafe,4.1,Taoyuan District,44,Hsinchu,italian
Li Xuan,3.7,Daxi District,15,Hsinchu,chinese
Li Xuan,3.7,Daxi District,15,Hsinchu,asian
Hai Yan Re Kuai Chao Canting,5,Xinwu District,1,Hsinchu,chinese
Second Floor Taoyuan Huatai Store,4,Zhongli District,1,Hsinchu,fusionopen
Second Floor Taoyuan Huatai Store,4,Zhongli District,1,Hsinchu,now
Kudian Coffee,4.7,Fuxing District,6,Hsinchu,cafemenu
Kanpai Classic - Zhong Mao Branch,4.3,Taoyuan District,12,Hsinchu,japanese
Kanpai Classic - Zhong Mao Branch,4.3,Taoyuan District,12,Hsinchu,bar
Bite 2 Eat Pizza - Taoyuan,4.7,Bade District,3,Hsinchu,opens
Bite 2 Eat Pizza - Taoyuan,4.7,Bade District,3,Hsinchu,in
Bite 2 Eat Pizza - Taoyuan,4.7,Bade District,3,Hsinchu,8
Bite 2 Eat Pizza - Taoyuan,4.7,Bade District,3,Hsinchu,min
Wanshitou Restaurant,4.1,Luzhu District,10,Hsinchu,cafe
Wanshitou Restaurant,4.1,Luzhu District,10,Hsinchu,asian
Yang Shin Vegetarian Restaurant - Fame Hall Garden Hotel,4.8,Longtan District,5,Hsinchu,chinese
Yang Shin Vegetarian Restaurant - Fame Hall Garden Hotel,4.8,Longtan District,5,Hsinchu,asian
Haidilao - Taoyuan Tong Ling,4.6,Taoyuan District,17,Hsinchu,open
Haidilao - Taoyuan Tong Ling,4.6,Taoyuan District,17,Hsinchu,now
Chuwei Port Chengfubo Seafood,4.3,Dayuan District,13,Hsinchu,seafood
Gan Zhi Fei Nong,4.2,Longtan District,6,Hsinchu,opens
Gan Zhi Fei Nong,4.2,Longtan District,6,Hsinchu,in
Gan Zhi Fei Nong,4.2,Longtan District,6,Hsinchu,38
Gan Zhi Fei Nong,4.2,Longtan District,6,Hsinchu,min
Mr. Onion Steak Restaurant,3.7,Luzhu District,26,Hsinchu,steakhouse
Thai Town Cuisine - Zhongli Sogo Store,4.2,Zhongli District,181,Hsinchu,thai
YI HUI XUAN,3.7,Zhongli District,7,Hsinchu,chinese
Gloria Outlets,4,NA,10,Hsinchu,asian
Gloria Outlets,4,NA,10,Hsinchu,taiwanese
Yamaokuya Yakiniku - Nankan Branch,4.5,Luzhu District,6,Hsinchu,japanese
Yamaokuya Yakiniku - Nankan Branch,4.5,Luzhu District,6,Hsinchu,barbecue
Usual Place Hakka Cuisine,4.1,Daxi District,33,Hsinchu,asian
Usual Place Hakka Cuisine,4.1,Daxi District,33,Hsinchu,taiwanese
Yong Chuan Beef Noodles,3.9,Zhongli District,39,Hsinchu,asian
Roots Cafe - Gloria Outlets,3.8,Zhongli District,13,Hsinchu,american
Roots Cafe - Gloria Outlets,3.8,Zhongli District,13,Hsinchu,cafe
Shin Bai Wang Hakka Restaurant,4.7,Zhongli District,6,Hsinchu,chinese
Shin Bai Wang Hakka Restaurant,4.7,Zhongli District,6,Hsinchu,seafood
Korean Food,4,Yangmei District,8,Hsinchu,asian
Korean Food,4,Yangmei District,8,Hsinchu,korean
Shian-Yeou Fondu Automat,4.1,Pingzhen District,47,Hsinchu,menu
J&D BEEF NOODLES,4.1,Luzhu District,8,Hsinchu,chinese
J&D BEEF NOODLES,4.1,Luzhu District,8,Hsinchu,asian
The H.O.P.,4.5,Taoyuan District,62,Hsinchu,mexican
The H.O.P.,4.5,Taoyuan District,62,Hsinchu,american
A Han Thai,4.3,Pingzhen District,7,Hsinchu,thai
Zendon Yaki,4.6,Zhongli District,13,Hsinchu,steakhouse
Zendon Yaki,4.6,Zhongli District,13,Hsinchu,asianopen
Zendon Yaki,4.6,Zhongli District,13,Hsinchu,now
Yi Restaurant Monarch Skyline Hotel,4.2,Luzhu District,12,Hsinchu,japanese
Guang De Seafood Restaurant (Zhongmei Rd),4.2,Zhongli District,10,Hsinchu,seafoodopen
Guang De Seafood Restaurant (Zhongmei Rd),4.2,Zhongli District,10,Hsinchu,now
Zang Shoushi,4.1,Zhongli District,67,Hsinchu,japanese
McDonald's Airport,3.5,NA,2,Hsinchu,fast
McDonald's Airport,3.5,NA,2,Hsinchu,food
Shan Zhen Eatery,4.4,Fuxing District,5,Hsinchu,asian
Shan Zhen Eatery,4.4,Fuxing District,5,Hsinchu,taiwanese
Jack's Steak House,5,Zhongli District,4,Hsinchu,steakhouse
Ranaissance - Longtan Store,4.3,Longtan District,13,Hsinchu,chinese
Da Shi Men Live Fish Restaurant,4.1,Longtan District,9,Hsinchu,chinese
Da Shi Men Live Fish Restaurant,4.1,Longtan District,9,Hsinchu,seafood
Toscanini Italy Restaurant,3.6,Pingzhen District,21,Hsinchu,italian
Traveler Cafe,3.8,Yangmei District,6,Hsinchu,italian
Traveler Cafe,3.8,Yangmei District,6,Hsinchu,chinese
Pretty Garden,4,Longtan District,5,Hsinchu,cafe
Pretty Garden,4,Longtan District,5,Hsinchu,northern
Pretty Garden,4,Longtan District,5,Hsinchu,italian
Xinhong Goose Restaurant,3.3,Xinwu District,3,Hsinchu,asian
Xinhong Goose Restaurant,3.3,Xinwu District,3,Hsinchu,taiwanese
Youji Liaoli,3.8,Daxi District,5,Hsinchu,asian
Youji Liaoli,3.8,Daxi District,5,Hsinchu,taiwanese
Long Tan Lao Tou Bai Hakka Cuisine,3.6,Longtan District,28,Hsinchu,fusion
Lao You Tiao Jia Chang Cai (Linkou),4.5,Guishan District,2,Hsinchu,chinese
Lao You Tiao Jia Chang Cai (Linkou),4.5,Guishan District,2,Hsinchu,asianopens
Lao You Tiao Jia Chang Cai (Linkou),4.5,Guishan District,2,Hsinchu,in
Lao You Tiao Jia Chang Cai (Linkou),4.5,Guishan District,2,Hsinchu,8
Lao You Tiao Jia Chang Cai (Linkou),4.5,Guishan District,2,Hsinchu,min
Yi Xiao Lu,5,Taoyuan District,4,Hsinchu,japanese
Yi Xiao Lu,5,Taoyuan District,4,Hsinchu,sushi
Gan Noodle,4.3,Daxi District,6,Hsinchu,asian
Gan Noodle,4.3,Daxi District,6,Hsinchu,taiwanese
Hanlin Tea House,4.2,Taoyuan District,18,Hsinchu,fusion
Pleasant Hotels Buffet,3.4,Taoyuan District,37,Hsinchu,international
Smail,4.4,Daxi District,5,Hsinchu,pizza
Smail,4.4,Daxi District,5,Hsinchu,cafe
Cozzi Market,3.3,Zhongli District,3,Hsinchu,fusion
Thai Town Cuisine- Zhongli Metro Walk Store,4,Zhongli District,104,Hsinchu,thai
Wu Ming Seafood Dining,5,Dayuan District,1,Hsinchu,chinese
Wu Ming Seafood Dining,5,Dayuan District,1,Hsinchu,asianclosed
Wu Ming Seafood Dining,5,Dayuan District,1,Hsinchu,today
LEBLEDOR - Zhongli Sogo Outlet,3.8,Zhongli District,22,Hsinchu,american
LEBLEDOR - Zhongli Sogo Outlet,3.8,Zhongli District,22,Hsinchu,brew
LEBLEDOR - Zhongli Sogo Outlet,3.8,Zhongli District,22,Hsinchu,pub
Roux Bistro,5,Taoyuan District,1,Hsinchu,french
Roux Bistro,5,Taoyuan District,1,Hsinchu,fusionopens
Roux Bistro,5,Taoyuan District,1,Hsinchu,in
Roux Bistro,5,Taoyuan District,1,Hsinchu,8
Roux Bistro,5,Taoyuan District,1,Hsinchu,min
Little Mongolian Spicy Hot Pot - Zhongli,4,Zhongli District,249,Hsinchu,asian
Little Mongolian Spicy Hot Pot - Zhongli,4,Zhongli District,249,Hsinchu,taiwanese
KIKI Noodle Bar,4.5,Dayuan District,2,Hsinchu,open
KIKI Noodle Bar,4.5,Dayuan District,2,Hsinchu,now
Top-d Seafood Restaurant (Taoyuan),3.9,Taoyuan District,65,Hsinchu,chinese
Top-d Seafood Restaurant (Taoyuan),3.9,Taoyuan District,65,Hsinchu,seafoodopen
Top-d Seafood Restaurant (Taoyuan),3.9,Taoyuan District,65,Hsinchu,nowmenu
Yangmei Shouwu Hakka Seafood,3.8,Yangmei District,6,Hsinchu,asian
Yangmei Shouwu Hakka Seafood,3.8,Yangmei District,6,Hsinchu,taiwanese
Hakka Shallot Noodles,3.8,Yangmei District,6,Hsinchu,asian
Hakka Shallot Noodles,3.8,Yangmei District,6,Hsinchu,taiwanese
KaiFun Together - Zhongli,4.3,Zhongli District,18,Hsinchu,open
KaiFun Together - Zhongli,4.3,Zhongli District,18,Hsinchu,nowmenu
Aegean Sea Shore Cafe,4.3,Xinwu District,3,Hsinchu,italianopens
Aegean Sea Shore Cafe,4.3,Xinwu District,3,Hsinchu,in
Aegean Sea Shore Cafe,4.3,Xinwu District,3,Hsinchu,8
Aegean Sea Shore Cafe,4.3,Xinwu District,3,Hsinchu,min
Sunrise Golf & Country Club,4.1,Yangmei District,15,Hsinchu,fusion
Formosa Chang - Taoyuan Erhang,3.8,Dayuan District,16,Hsinchu,open
Formosa Chang - Taoyuan Erhang,3.8,Dayuan District,16,Hsinchu,now
Littlehill. Life,4.4,Longtan District,8,Hsinchu,opens
Littlehill. Life,4.4,Longtan District,8,Hsinchu,in
Littlehill. Life,4.4,Longtan District,8,Hsinchu,8
Littlehill. Life,4.4,Longtan District,8,Hsinchu,min
Shiyuan Huoyu Restaurant,4.7,Longtan District,3,Hsinchu,chineseopen
Shiyuan Huoyu Restaurant,4.7,Longtan District,3,Hsinchu,now
Bonew Cafe',4.5,Longtan District,4,Hsinchu,cafe
Bonew Cafe',4.5,Longtan District,4,Hsinchu,northern
Bonew Cafe',4.5,Longtan District,4,Hsinchu,italian
Thai Town Cuisine - Taoyuan Zhongzheng Store,4.3,Taoyuan District,39,Hsinchu,thai
Yentl Pasta - Linkou,4.5,Guishan District,4,Hsinchu,italian
Orchard Cafe - Orchard Park,3.9,Dayuan District,112,Hsinchu,international
Chiuan Jia Fu Hakka Cuisine Restaurant,4.6,Zhongli District,8,Hsinchu,asian
Chiuan Jia Fu Hakka Cuisine Restaurant,4.6,Zhongli District,8,Hsinchu,taiwanese
Yulan Huoyu Restaurant,4,Longtan District,2,Hsinchu,chinese
Yulan Huoyu Restaurant,4,Longtan District,2,Hsinchu,seafoodopen
Yulan Huoyu Restaurant,4,Longtan District,2,Hsinchu,now
Lao Di Fang Restaurant,4.5,Longtan District,2,Hsinchu,asian
Lao Di Fang Restaurant,4.5,Longtan District,2,Hsinchu,taiwanese
Tina Kitchen,3.8,Bade District,11,Hsinchu,fusion
Green Herb Cuisine,5,Taoyuan District,2,Hsinchu,international
Green Herb Cuisine,5,Taoyuan District,2,Hsinchu,fusionopen
Green Herb Cuisine,5,Taoyuan District,2,Hsinchu,nowmenu
Little Mongolian Taoyuan,4,Taoyuan District,107,Hsinchu,chineseopens
Little Mongolian Taoyuan,4,Taoyuan District,107,Hsinchu,in
Little Mongolian Taoyuan,4,Taoyuan District,107,Hsinchu,8
Little Mongolian Taoyuan,4,Taoyuan District,107,Hsinchu,min
Red Barn BBQ Kitchen,4.2,Luzhu District,5,Hsinchu,mexican
Red Barn BBQ Kitchen,4.2,Luzhu District,5,Hsinchu,chineseclosed
Red Barn BBQ Kitchen,4.2,Luzhu District,5,Hsinchu,now
Back Street Office,4.2,Daxi District,5,Hsinchu,cafe
Frank's Texas Bbq,4.1,Daxi District,10,Hsinchu,american
Frank's Texas Bbq,4.1,Daxi District,10,Hsinchu,barbecueopens
Frank's Texas Bbq,4.1,Daxi District,10,Hsinchu,in
Frank's Texas Bbq,4.1,Daxi District,10,Hsinchu,8
Frank's Texas Bbq,4.1,Daxi District,10,Hsinchu,min
Lifestyle Book Store,4.6,Pingzhen District,7,Hsinchu,cafe
Stanley’s Steakhouse,4,Zhongli District,1,Hsinchu,steakhouse
Nan Bei He Noodles Diner,4,Yangmei District,7,Hsinchu,asian
The Black Apartment Coffee and Art Gallery,4.7,Yangmei District,7,Hsinchu,italian
The Black Apartment Coffee and Art Gallery,4.7,Yangmei District,7,Hsinchu,american
Dim Sum Master - Ba De/Guang Feng,3.1,Bade District,7,Hsinchu,asian
A Pi Po Herb Stew Spare Rib,4,Yangmei District,3,Hsinchu,asian
A Pi Po Herb Stew Spare Rib,4,Yangmei District,3,Hsinchu,taiwanese
Wulao Zhongzheng,4.2,Taoyuan District,60,Hsinchu,asian
Wulao Zhongzheng,4.2,Taoyuan District,60,Hsinchu,taiwanese
Ba Fung Hakka Restaurant,3.5,Yangmei District,13,Hsinchu,asian
Ba Fung Hakka Restaurant,3.5,Yangmei District,13,Hsinchu,taiwanese
Yi Fan Di Sukiyaki,4.2,Taoyuan District,23,Hsinchu,japanese
Monet Coffee-Yong An,4.5,Xinwu District,2,Hsinchu,cafe
Monet Coffee-Yong An,4.5,Xinwu District,2,Hsinchu,fast
Monet Coffee-Yong An,4.5,Xinwu District,2,Hsinchu,food
Wonder Garden,4.6,Pingzhen District,7,Hsinchu,chinese
Lao Sichuan Spicy Hot Pot,4.1,Taoyuan District,43,Hsinchu,chinese
Lao Sichuan Spicy Hot Pot,4.1,Taoyuan District,43,Hsinchu,asian
Momo Paradise Zhongli Dajiang,3.7,Zhongli District,54,Hsinchu,open
Momo Paradise Zhongli Dajiang,3.7,Zhongli District,54,Hsinchu,now
Lanting Moon,5,Longtan District,1,Hsinchu,chinese
Lanting Moon,5,Longtan District,1,Hsinchu,contemporary
Ming Shi Fu Seafood,4.3,Dayuan District,7,Hsinchu,seafood
Pizza Rock Taiwan - Taoyuan Branch,4.8,Taoyuan District,6,Hsinchu,italian
Pizza Rock Taiwan - Taoyuan Branch,4.8,Taoyuan District,6,Hsinchu,american
Sun Dong Bao Niu Pai   Zhong Li Jian Xing,3.6,Zhongli District,8,Hsinchu,steakhouse
Sun Dong Bao Niu Pai   Zhong Li Jian Xing,3.6,Zhongli District,8,Hsinchu,asian
Ate Marita Cold Noodle House,5,Zhongli District,6,Hsinchu,filipino
Ate Marita Cold Noodle House,5,Zhongli District,6,Hsinchu,asian
Green Breeze Prairie,3.8,Pingzhen District,12,Hsinchu,fusion
Yakiyan O-NiKU - Taoyuan Tong Ling,4.6,Taoyuan District,67,Hsinchu,asian
Grand Hilai Taoyuan Taimou,4.3,Luzhu District,6,Kaohsiung,chinese
Grand Hilai Taoyuan Taimou,4.3,Luzhu District,6,Kaohsiung,seafood
ShinYeh Japanese Buffet - Zhongmao Shop,4.4,Taoyuan District,907,Kaohsiung,japanese
ShinYeh Japanese Buffet - Zhongmao Shop,4.4,Taoyuan District,907,Kaohsiung,seafood
Chun Shui Tang (Taoyuan Airport),4.1,Dayuan District,91,Kaohsiung,chinese
Chun Shui Tang (Taoyuan Airport),4.1,Dayuan District,91,Kaohsiung,asian
Top One Pot ZhongMei,4.4,Zhongli District,297,Kaohsiung,chinese
Best01 Tea Garden,4.4,Longtan District,33,Kaohsiung,asian
Best01 Tea Garden,4.4,Longtan District,33,Kaohsiung,taiwanese
Hotel Kuva Chateau- Tang’s Chinese Restaurant,4.3,Zhongli District,299,Kaohsiung,chinese
Hotel Kuva Chateau- Tang’s Chinese Restaurant,4.3,Zhongli District,299,Kaohsiung,asian
ikki New Japanese Restaurant (Taoyuan Nanhua),4.4,Taoyuan District,365,Kaohsiung,japanese
The Square,3.8,Dayuan District,352,Kaohsiung,international
The Square,3.8,Dayuan District,352,Kaohsiung,asian
Chiang Fu Yan,4.4,Longtan District,13,Kaohsiung,chinese
Chiang Fu Yan,4.4,Longtan District,13,Kaohsiung,asian
Our Noodles Garden,4.3,Daxi District,42,Kaohsiung,chinese
Our Noodles Garden,4.3,Daxi District,42,Kaohsiung,fast
Our Noodles Garden,4.3,Daxi District,42,Kaohsiung,food
The Shrimp Daddy - Taoyuan Tonlin Plaza,4.2,Taoyuan District,80,Kaohsiung,seafood
Wang Steak (Taoyuan Zhongli Yanping Branch),4.4,NA,217,Kaohsiung,steakhouse
Chus Steak,4.4,Zhongli District,34,Kaohsiung,french
Chus Steak,4.4,Zhongli District,34,Kaohsiung,steakhouse
Da Jiang Wu Hakka Restaurant,4.2,Longtan District,18,Kaohsiung,asian
Da Jiang Wu Hakka Restaurant,4.2,Longtan District,18,Kaohsiung,taiwanese
Sanhoyan - Taoyuan Gloria Outlet,4,Zhongli District,28,Kaohsiung,taiwanese
Wei Fang Chinese Restaurant,4,Dayuan District,88,Kaohsiung,chinese
Wei Fang Chinese Restaurant,4,Dayuan District,88,Kaohsiung,asian
Hit Western Restaurant - Fame Hall Garden Hotel,4.8,Longtan District,5,Kaohsiung,italian
Hit Western Restaurant - Fame Hall Garden Hotel,4.8,Longtan District,5,Kaohsiung,american
Eatogether,4.3,Taoyuan District,103,Kaohsiung,fusion
Timhowan - Taoyuan Tai Mall Store,4.1,Luzhu District,252,Kaohsiung,chinese
Timhowan - Taoyuan Tai Mall Store,4.1,Luzhu District,252,Kaohsiung,asian
Homee Kitchen,3.4,Dayuan District,60,Kaohsiung,chinese
Homee Kitchen,3.4,Dayuan District,60,Kaohsiung,asian
Pine Garden,4.2,Longtan District,12,Kaohsiung,chinese
Pine Garden,4.2,Longtan District,12,Kaohsiung,contemporary
Great Kuva Thai Food (Hotel Kuva Chateau ),4.4,NA,145,Kaohsiung,thai
Yi Nancun Juan Cun Niurou Mian,4,Yangmei District,8,Kaohsiung,asian
Yi Nancun Juan Cun Niurou Mian,4,Yangmei District,8,Kaohsiung,taiwanese
Eatogether Taoyuan Zhongli Sogo,4.4,Zhongli District,86,Kaohsiung,opens
Eatogether Taoyuan Zhongli Sogo,4.4,Zhongli District,86,Kaohsiung,in
Eatogether Taoyuan Zhongli Sogo,4.4,Zhongli District,86,Kaohsiung,9
Eatogether Taoyuan Zhongli Sogo,4.4,Zhongli District,86,Kaohsiung,min
Gudi Kitchen,4.8,Taoyuan District,6,Kaohsiung,steakhouse
Gudi Kitchen,4.8,Taoyuan District,6,Kaohsiung,international
Xin Mei Long Qu Restaurant,4.8,Xinwu District,4,Kaohsiung,asian
Xin Mei Long Qu Restaurant,4.8,Xinwu District,4,Kaohsiung,taiwanese
Da Tang Mei Goose Diner,4.2,Longtan District,24,Kaohsiung,asian
Da Tang Mei Goose Diner,4.2,Longtan District,24,Kaohsiung,taiwanese
Rong Shu Xia Lao a Bo Fresh Braised Bean Curd,4.2,Daxi District,38,Kaohsiung,asian
Rong Shu Xia Lao a Bo Fresh Braised Bean Curd,4.2,Daxi District,38,Kaohsiung,taiwanese
Big Pier - Flagship Store,4.4,Zhongli District,7,Kaohsiung,american
Pizza Rock Nankan,4.8,Luzhu District,54,Kaohsiung,italian
Pizza Rock Nankan,4.8,Luzhu District,54,Kaohsiung,american
Yangmei Hakka Restaurant,4.1,Yangmei District,18,Kaohsiung,asian
Yangmei Hakka Restaurant,4.1,Yangmei District,18,Kaohsiung,taiwanese
Lake House,5,Yangmei District,2,Kaohsiung,open
Lake House,5,Yangmei District,2,Kaohsiung,now
Laojia Restaurant,4.2,Fuxing District,5,Kaohsiung,chinese
Tina Kitchen,4,Fuxing District,6,Kaohsiung,fusion
Vege Creek,4.8,NA,4,Kaohsiung,asian
Vege Creek,4.8,NA,4,Kaohsiung,taiwaneseopen
Vege Creek,4.8,NA,4,Kaohsiung,now
Wang Steak (Taoyuan Tongde Branch),4.4,Taoyuan District,267,Kaohsiung,american
Wang Steak (Taoyuan Tongde Branch),4.4,Taoyuan District,267,Kaohsiung,steakhouse
Sunlight Books,5,Yangmei District,2,Kaohsiung,italianopen
Sunlight Books,5,Yangmei District,2,Kaohsiung,now
NINI Garden Italian Restaurant,4.4,Luzhu District,41,Kaohsiung,italian
NINI Garden Italian Restaurant,4.4,Luzhu District,41,Kaohsiung,steakhouse
Baigui Nanyangren Wenjingguan Restaurant,4.5,Pingzhen District,6,Kaohsiung,asian
Baigui Nanyangren Wenjingguan Restaurant,4.5,Pingzhen District,6,Kaohsiung,taiwaneseopen
Baigui Nanyangren Wenjingguan Restaurant,4.5,Pingzhen District,6,Kaohsiung,now
Green Hills Coffee,5,Yangmei District,2,Kaohsiung,italian
Green Hills Coffee,5,Yangmei District,2,Kaohsiung,cafe
DAVID DINER Tex-Mex Food-Zhongli Zhongyuan Restaurant,4.5,Zhongli District,10,Kaohsiung,mexican
DAVID DINER Tex-Mex Food-Zhongli Zhongyuan Restaurant,4.5,Zhongli District,10,Kaohsiung,american
Mushi Shabu-Shabu,4.8,Bade District,6,Kaohsiung,chinese
Mushi Shabu-Shabu,4.8,Bade District,6,Kaohsiung,asian
Chamonix Teppanyaki (Pingzhen Yanping Branch),4.4,Pingzhen District,305,Kaohsiung,opens
Chamonix Teppanyaki (Pingzhen Yanping Branch),4.4,Pingzhen District,305,Kaohsiung,in
Chamonix Teppanyaki (Pingzhen Yanping Branch),4.4,Pingzhen District,305,Kaohsiung,8
Chamonix Teppanyaki (Pingzhen Yanping Branch),4.4,Pingzhen District,305,Kaohsiung,minmenu
Black Beard Beefsteak - Longtan,4.5,Longtan District,2,Kaohsiung,steakhouse
Shanghaochi Erouting- Bade,4.5,Bade District,2,Kaohsiung,deli
The Olive Tree Experience,3.8,Longtan District,5,Kaohsiung,chinese
The Olive Tree Experience,3.8,Longtan District,5,Kaohsiung,asian
Wacheng Thai Town Cuisin Taoyuan Sanyue,4.3,Taoyuan District,93,Kaohsiung,thai
Parents Restaurant - Fame Hall Garden Hotel,4.2,Longtan District,6,Kaohsiung,chinese
Parents Restaurant - Fame Hall Garden Hotel,4.2,Longtan District,6,Kaohsiung,seafoodopen
Parents Restaurant - Fame Hall Garden Hotel,4.2,Longtan District,6,Kaohsiung,nowmenu
Muhezi Yaokao Pizza,4.5,Longtan District,6,Kaohsiung,pizza
Muhezi Yaokao Pizza,4.5,Longtan District,6,Kaohsiung,cafe
Nanfei Meishi House,4.3,Xinwu District,3,Kaohsiung,african
HoneyWood Cafe,4.5,Pingzhen District,15,Kaohsiung,italian
HoneyWood Cafe,4.5,Pingzhen District,15,Kaohsiung,american
Ichi Tora Ramen,4.2,Yangmei District,5,Kaohsiung,japanese
A15 Taiwan Food,4.4,Dayuan District,7,Kaohsiung,chinese
A15 Taiwan Food,4.4,Dayuan District,7,Kaohsiung,american
Buna Cafe,4.1,Taoyuan District,44,Kaohsiung,italian
Li Xuan,3.7,Daxi District,15,Kaohsiung,chinese
Li Xuan,3.7,Daxi District,15,Kaohsiung,asian
Hai Yan Re Kuai Chao Canting,5,Xinwu District,1,Kaohsiung,chinese
Second Floor Taoyuan Huatai Store,4,Zhongli District,1,Kaohsiung,fusionopen
Second Floor Taoyuan Huatai Store,4,Zhongli District,1,Kaohsiung,now
Kudian Coffee,4.7,Fuxing District,6,Kaohsiung,cafemenu
Kanpai Classic - Zhong Mao Branch,4.3,Taoyuan District,12,Kaohsiung,japanese
Kanpai Classic - Zhong Mao Branch,4.3,Taoyuan District,12,Kaohsiung,bar
Bite 2 Eat Pizza - Taoyuan,4.7,Bade District,3,Kaohsiung,opens
Bite 2 Eat Pizza - Taoyuan,4.7,Bade District,3,Kaohsiung,in
Bite 2 Eat Pizza - Taoyuan,4.7,Bade District,3,Kaohsiung,8
Bite 2 Eat Pizza - Taoyuan,4.7,Bade District,3,Kaohsiung,min
Wanshitou Restaurant,4.1,Luzhu District,10,Kaohsiung,cafe
Wanshitou Restaurant,4.1,Luzhu District,10,Kaohsiung,asian
Yang Shin Vegetarian Restaurant - Fame Hall Garden Hotel,4.8,Longtan District,5,Kaohsiung,chinese
Yang Shin Vegetarian Restaurant - Fame Hall Garden Hotel,4.8,Longtan District,5,Kaohsiung,asian
Haidilao - Taoyuan Tong Ling,4.6,Taoyuan District,17,Kaohsiung,open
Haidilao - Taoyuan Tong Ling,4.6,Taoyuan District,17,Kaohsiung,now
Chuwei Port Chengfubo Seafood,4.3,Dayuan District,13,Kaohsiung,seafood
Gan Zhi Fei Nong,4.2,Longtan District,6,Kaohsiung,opens
Gan Zhi Fei Nong,4.2,Longtan District,6,Kaohsiung,in
Gan Zhi Fei Nong,4.2,Longtan District,6,Kaohsiung,38
Gan Zhi Fei Nong,4.2,Longtan District,6,Kaohsiung,min
Mr. Onion Steak Restaurant,3.7,Luzhu District,26,Kaohsiung,steakhouse
